width,date,angle,flux,error
5.176378648897254,2010_05_13,86.00671338994425,18.662052731027277,0.38813439522210497
1.10983256146118,2010_05_13,85.40696558523284,20.71533436814667,inf
2.16359564041342,2010_05_13,-257.38167936352465,16.607948143626714,1.2762005226888526
1.0439454993977992,2010_05_16,88.42407823623678,14.432543767374053,inf
0.4550305083058994,2010_05_16,77.31793541731254,22.139817816019654,inf
1.6288491595287955,2010_05_16,74.63289877395671,30.191945037999105,0.09577771662726098
1.6564190537083074,2010_05_16,-106.63652851928134,14.827793041833575,0.09894243034657109
0.47472734754899193,2010_05_16,75.10405047207772,27.301467019381015,inf
2.150996191669566,2010_05_16,77.09329182608124,26.31174512939742,0.1948388951385348
1.072962578135753,2010_05_16,69.22996970569717,20.95711082793124,0.07341205534562081
1.3291418258135377,2010_05_16,77.39272032727636,21.569903706085427,0.0707304409922653
1.7305125442155718,2010_05_16,77.30278584713443,26.099534133988275,0.28023545582505544
1.1918630011064526,2010_05_16,77.34400985930895,25.016552665615485,0.2539296475750904
1.6049601253558743,2010_05_16,-106.94042559718541,14.315089525150066,0.2889141139893132
1.3921677967561672,2010_05_19,-75.91352646354531,21.01302492263271,0.055509710743990276
0.9162523902163129,2010_05_19,-71.85909650407046,18.581235200922467,0.09953688439434716
0.45503050837382997,2010_05_19,-75.955388519936,20.73675353968963,inf
1.6598765709926577,2010_05_19,70.60585073023053,33.26313709133368,0.16327895509629373
1.2513421114403611,2010_05_19,-76.59951365430476,18.82557437655626,0.30802308453056926
1.1388864039838562,2010_05_19,65.33075313588229,27.363900890583448,0.5780563473569268
2.2964887972448036,2010_05_19,-75.77968778020598,20.794360237551807,0.31688170527247755
1.2377747490522824,2010_05_19,-262.71700328969763,18.14512872878763,0.2946193285325154
2.6969786930830466,2010_05_19,-81.00767611505282,11.764294578506508,1.0162687605840857
0.4550305083221028,2010_05_19,-258.940088800434,21.02353201392704,inf
1.2276869267088866,2010_05_22,72.27371640157223,16.33133087132065,0.0023087674561241478
1.6220064890404031,2010_05_25,-266.6654901373922,23.888345264287963,0.0645431943259662
0.685323411060546,2010_05_25,-266.6193677366828,24.29682122230578,inf
0.6051505264990471,2010_05_25,-266.55054017334203,22.51593324271913,12.528423704111516
1.8295596390296873,2010_05_28,-57.345805563952595,41.890736669780864,1.8192413081142655
