date,angle,flux
2000_01_01,285.46742261149336,93.71195250030073
2000_01_01,291.54838757097923,73.17992235787983
2000_01_01,250.35645874505113,55.49811903939275
2000_01_01,256.44491132811675,55.43124555575487
2000_01_01,38.33869836022985,33.3099336900919
2000_01_01,238.09189306434686,50.408886133768945
2000_01_01,233.89400081508597,38.06403039101489
2000_01_01,283.15370819447685,63.776930241977496
2000_01_01,240.21716191529276,48.538372732881236
2000_01_01,275.0157667058842,46.73789123699326
2000_01_01,273.19670912350415,46.464919262693876
2000_01_01,262.96953105622504,38.86813655563301
2000_01_01,280.6849124000027,58.65418421656379
2000_01_01,110.59072789059739,45.42862118676714
2000_01_01,278.23759900009543,41.90968313948236
2000_01_01,293.7937468721835,53.15507230674627
2000_01_01,70.07959402159025,58.83585039813259
2000_01_01,100.09352136152259,26.20771574727512
2000_01_01,295.9569820078488,43.277677752189675
2000_01_01,113.0425778848967,33.91542050376646
2000_01_01,158.0867394512197,14.202160114357612
2000_01_01,254.89189603720098,49.02767831663498
2000_01_01,303.1058627809383,37.94347292584658
2000_01_01,189.33705835095014,6.345306418205439
2000_01_01,288.48281496008457,45.604186577596735
2000_01_01,63.697470603291684,45.96161091662619
2000_01_01,307.742965959584,31.871611254585112
2000_01_01,251.9994674654976,54.80917998639935
2000_01_01,146.10188771111257,17.026946104580233
2000_01_01,108.85657818310163,36.9294824988034
2000_01_01,176.66026726785162,7.489752453021202
2000_01_01,215.8926656877456,13.145311855312926
2000_01_01,244.39206851078166,34.25428350289447
2000_01_01,103.28286712071579,32.01888248874639
2000_01_01,269.085783239551,29.400218947670222
2000_01_01,94.13822030863312,30.84885346374622
2000_01_01,40.21911612516804,30.72711304838649
2000_01_01,219.25711542527696,10.561206505332214
2000_01_01,241.79250912098473,36.150986420907564
2000_01_01,119.7633518893111,21.720535686908068
2000_01_01,311.92026516950136,19.68249376050376
2000_01_01,276.54134637706596,43.94821828531517
2000_01_01,271.06372513389135,30.16322250347659
2000_01_01,264.6536665133428,35.99732109307523
2000_01_01,169.04593735660166,8.449065540723863
2000_01_01,207.45275741527652,12.375772355051758
2000_01_01,101.77432578580856,24.592111593733904
2000_01_01,78.14166119527881,78.5744311409399
2000_01_01,161.23055084353794,13.825159107602081
2000_01_01,137.7565568715365,18.283846383917236
2000_01_01,300.13718405765496,34.35260424601628
2000_01_01,182.43019274804718,5.058676437105291
2000_01_01,209.02493254320396,11.54107787350013
2000_01_01,135.2114225810393,14.867015784764122
2000_01_01,165.78023448348716,7.944307490875644
2000_01_01,140.1944289077348,17.41907507472699
2000_01_01,16.572327873615336,13.000056856068122
2000_01_01,227.808484877346,18.171426800360027
2000_01_01,171.78412558489688,8.082880914339889
2000_01_01,200.27010483859365,7.296116741555038
2000_01_01,83.07550894583615,49.43091865141516
2000_01_01,173.32553095288242,7.154218723928797
2000_01_01,85.13860488821162,41.23897295140711
2000_01_01,258.95905981967627,43.172733902712444
2000_01_01,211.8274465766731,11.465793445958235
2000_01_01,76.21302186846503,76.31403091285824
2000_01_01,156.4051794301185,11.409419018547439
2000_01_01,117.36354692739168,21.92802640061332
2000_01_01,334.4341924931793,13.220248630267562
2000_01_01,15.035694623334688,10.12985893103907
2000_01_01,179.5440750383278,7.206787705327849
2000_01_01,36.04892935832023,30.466272016238772
2000_01_01,230.62462804144593,26.203544246860705
2000_01_01,48.634594666251985,32.35161166141845
2000_01_01,298.1168541095103,36.09957205545256
2000_01_01,18.713984504103564,13.414161630199285
2000_01_01,174.84668262276995,7.331229361134766
2000_01_01,144.4797532325907,14.38918827698358
2000_01_01,313.72696997994325,19.07424754244717
2000_01_01,248.7652958657461,32.43133981581652
2000_01_01,97.3995946598871,23.751767353969914
2000_01_01,163.28627616573004,11.206588762619786
2000_01_01,10.067707323602548,12.62777614944072
2000_01_01,65.4709826189632,49.75955955701545
2000_01_01,22.0199903220375,13.203138236267932
2000_01_01,89.55813899505173,31.101282159023764
2000_01_01,46.86767883943417,21.66426838913125
2000_01_04,242.4766858359938,47.71345987521534
2000_01_04,124.84573341979976,49.304293875308844
2000_01_04,101.6293683810572,122.2494809996937
2000_01_04,244.53007526664683,42.13814500570696
2000_01_04,111.58093619449929,78.57475705989472
2000_01_04,69.89130012486584,90.12332698627866
2000_01_04,97.85836227795326,79.95060540973721
2000_01_04,239.66641911378662,22.603771672535256
2000_01_04,307.9542308751325,51.07374347388498
2000_01_04,217.51261180285636,15.218713638430419
2000_01_04,89.55813899505173,48.16823382076975
2000_01_04,249.87326260881355,24.59157089736765
2000_01_04,285.6539227927946,22.81749798451769
2000_01_04,258.0012335285656,23.64673645998004
2000_01_04,109.04495454827702,91.93809787199928
2000_01_04,260.1864821407454,24.97444624488096
2000_01_04,190.8625513047071,7.663429246037296
2000_01_04,262.96953105622504,24.40059888409116
2000_01_04,189.33705835095014,8.930742436490894
2000_01_04,120.42782055072558,44.64701913355832
2000_01_04,255.66784810032001,27.1935823033508
2000_01_04,100.09352136152259,92.30002310117311
2000_01_04,66.91708048569097,67.73279112791897
2000_01_04,137.43439897191186,19.42930540514576
2000_01_04,94.28547273657682,58.01218186726654
2000_01_04,80.82827096983407,47.17050615926075
2000_01_04,161.8989944868847,13.745695899446742
2000_01_04,118.49190866710686,53.31413963228783
2000_01_04,253.44688087513399,28.202944190101093
2000_01_04,60.218728882918626,37.6709396742161
2000_01_04,178.78435688420373,5.617884975302002
2000_01_04,211.8274465766731,16.076433360739994
2000_01_04,235.54659937803413,15.891931902962083
2000_01_04,85.13860488821162,49.5508453434455
2000_01_04,168.86837331814488,7.767373582778879
2000_01_04,276.84277341263095,17.442949967524807
2000_01_04,74.96430537666532,54.83605936135953
2000_01_04,230.4096049444734,11.620874101592923
2000_01_04,167.17560189776486,9.118230930087368
2000_01_04,181.6712859754373,5.393682782727352
2000_01_04,77.56676481190435,47.621640913760125
2000_01_04,215.8926656877456,12.325007986677852
2000_01_04,251.8544213405186,22.78558462007329
2000_01_04,233.89400081508597,14.198132936928639
2000_01_04,186.25610642395583,7.440576354672173
2000_01_04,268.9334464625271,19.928935209228527
2000_01_04,159.3202441594008,10.69792765536171
2000_01_04,122.90524292298791,42.90705851586311
2000_01_04,83.05774468838797,44.64120844605967
2000_01_04,278.3879960941912,20.14759269896397
2000_01_04,311.92026516950136,41.12461551507048
2000_01_04,304.06618321424423,46.09775613549152
2000_01_04,246.09953620228939,24.064765006667052
2000_01_04,105.76214776397255,76.67467049068682
2000_01_04,272.58873766916616,20.703447091746323
2000_01_04,140.0983918211523,20.00487495686391
2000_01_04,43.5471576306234,17.088657763464845
2000_01_04,177.1148553467796,5.814403321703919
2000_01_04,165.1563102142835,9.267021049017757
2000_01_04,129.49958852979805,22.869185978909464
2000_01_04,337.89485669640203,12.9577472392624
2000_01_04,295.9569820078488,40.29149399992957
2000_01_04,152.7609119249375,9.196229665154943
2000_01_04,113.17910878046051,66.91353751776315
2000_01_04,38.86607216928015,11.2317797229861
2000_01_04,46.86767883943417,24.917971035040843
2000_01_04,107.30980811508616,120.31371136373998
2000_01_04,275.18065257245973,21.015747497960522
2000_01_04,149.19109654902397,15.046471970528337
2000_01_04,198.434948822922,8.620003402116735
2000_01_04,142.98011374516852,19.11118362435831
2000_01_04,200.4132077977924,6.528182732894828
2000_01_04,73.46956189534447,69.67801886673583
2000_01_04,227.05699822229664,10.35645541410201
2000_01_04,213.69006752597977,13.222577760938107
2000_01_04,16.572327873615336,15.210736360467589
2000_01_04,221.4304086848177,11.76229854049739
2000_01_04,232.1518276616444,12.122601587750019
2000_01_04,79.3532502525765,46.258731226874716
2000_01_04,146.2265932171385,17.4589382578833
2000_01_04,37.19277003484383,13.700629835974498
2000_01_04,53.33567320787434,21.79720699872644
2000_01_04,155.6556466481767,10.791483311017368
2000_01_04,103.60518617507653,94.8123027626751
2000_01_04,116.49858278518712,55.1266418496578
2000_01_04,171.3344386602795,5.909444733464213
2000_01_08,84.97915367321129,331.55026679886
2000_01_08,60.218728882918626,90.9267780435723
2000_01_08,290.3966939568975,146.3322380055832
2000_01_08,61.72904956137954,92.11786414555496
2000_01_08,278.23759900009543,69.24361830635682
2000_01_08,87.49122245747867,226.0811586165968
2000_01_08,279.7617747750422,99.62603072794596
2000_01_08,293.6553582818597,92.83019901103167
2000_01_08,81.14204123637164,179.22991975226964
2000_01_08,287.38113192623365,70.01907272343084
2000_01_08,282.0841526389483,90.0601681190347
2000_01_08,82.91152432185399,217.86008112905208
2000_01_08,94.43266846868984,122.14420033685315
2000_01_08,89.55813899505173,182.041275060956
2000_01_08,301.35105874136826,33.80173202533744
2000_01_08,58.709417204168886,82.87144142203678
2000_01_08,130.13100302590743,12.591812664435162
2000_01_08,110.64296229416222,42.90356577038628
2000_01_08,191.66877400036896,11.241375081155983
2000_01_08,284.8825550208605,78.72477910052302
2000_01_08,274.4103579437129,49.4570681245525
2000_01_08,44.68917603553974,50.510494358768845
2000_01_08,171.63411387596742,8.339268990795313
2000_01_08,296.2947900705838,62.757715618541425
2000_01_08,40.426078740099136,44.673022567130516
2000_01_08,76.96134341697704,83.94771100408323
2000_01_08,167.32331134144474,6.641502958789807
2000_01_08,56.797890409687405,53.93160346586105
2000_01_08,307.742965959584,27.510503003022972
2000_01_08,91.4763685098131,154.05940240870586
2000_01_08,214.5792876032055,12.781551521257503
2000_01_10,230.95806632697474,75.43703755716682
2000_01_10,83.05774468838797,200.61554821150463
2000_01_10,78.14166119527881,195.29375203717288
2000_01_10,56.71743470320338,95.25226570054444
2000_01_10,275.0157667058842,105.69821293599149
2000_01_10,89.41086107720217,154.3483753644779
2000_01_10,295.9569820078488,43.39006266949998
2000_01_10,80.82827096983407,173.7447631611533
2000_01_10,232.70184502629542,72.82100872795752
2000_01_10,276.54134637706596,81.9004941445054
2000_01_10,304.06618321424423,33.84367672774216
2000_01_10,237.8810314248305,43.920808492737535
2000_01_10,279.31239901025674,69.07768617242378
2000_01_10,120.2993392742031,18.933117337350577
2000_01_10,280.98287137951735,58.840648162293505
2000_01_10,165.1563102142835,6.714048472706814
2000_01_10,97.85836227795326,66.78604491206536
2000_01_10,59.564184370653585,54.328881740554344
2000_01_10,293.7937468721835,43.25201847449177
2000_01_10,157.55421527237243,9.066280912287539
2000_01_10,111.38862282781884,38.56987957439854
2000_01_10,49.15964229371265,42.19022810498953
2000_01_10,141.90166773206374,12.350810287592118
2000_01_10,299.4644800469025,34.1521364895293
2000_01_10,284.8825550208605,66.39559691118403
2000_01_10,159.3202441594008,8.086682393221055
2000_01_10,297.64597536373867,47.96951926619196
2000_01_10,145.89354605803717,11.755820469231512
2000_01_10,287.38113192623365,42.57641676810978
2000_01_10,229.33231398318853,44.96819049930417
2000_01_10,308.07278187399083,22.883523658686755
2000_01_10,61.33088374159366,60.65036508167017
2000_01_10,123.77262622894746,10.855441854680729
2000_01_10,262.1935991707643,59.671816245036716
2000_01_10,54.59890306854182,69.23758271120167
2000_01_10,52.27938269164549,43.990762989431765
2000_01_10,85.5787105785694,171.82456523630978
2000_01_10,154.98310652189997,9.321297459967413
2000_01_10,151.41358388256597,10.446230530538713
2000_01_10,162.04250495438757,5.952811704698391
2000_01_10,167.79953127261922,7.216422516135653
2000_01_10,246.92177859395915,20.73597580781123
2000_01_10,272.58873766916616,112.3008844910061
2000_01_10,13.3924977537511,10.807521239355626
2000_01_10,222.72669201919794,14.233776948078356
2000_01_10,234.7824070318073,40.41757935931648
2000_01_10,153.434948822922,10.23884245217479
2000_01_10,224.45846811527295,17.960621423283772
2000_01_10,137.33298230196985,12.37842891996243
2000_01_10,44.58482045885514,31.925676281573097
2000_01_13,282.0841526389483,195.10759285305951
2000_01_13,277.93646358121885,146.49821465989652
2000_01_13,56.920738539922326,95.748504268048
2000_01_13,284.10988838818355,136.39937352060497
2000_01_13,111.38862282781884,139.27847787794062
2000_01_13,95.91626941126324,50.49659012962662
2000_01_13,58.83485315665874,93.60031478401272
2000_01_13,97.41865006011345,58.99110163395714
2000_01_13,66.0673836919085,111.65647030321317
2000_01_13,300.34324888423953,68.7855264504553
2000_01_13,239.66641911378662,20.25227216253039
2000_01_13,285.94539590092285,112.41464710652555
2000_01_13,167.79953127261922,10.893990574164844
2000_01_13,112.90576965841714,113.16176378760477
2000_01_13,330.2921913471971,15.5801398848611
2000_01_13,78.14166119527881,117.26830879596343
2000_01_13,313.9390883097358,30.319149332121427
2000_01_13,70.02946385515,116.13112241736326
2000_01_13,170.56258899888863,9.603950884072392
2000_01_13,280.53571230909216,130.4251327728005
2000_01_13,328.01046624642595,19.44587531300513
2000_01_13,81.14204123637164,69.50932831163536
2000_01_13,233.89400081508597,20.53796798435422
2000_01_13,157.8905516562483,10.944052764115447
2000_01_13,258.1506880464224,94.57389055723624
2000_01_13,155.11963314081828,8.616432588972183
2000_01_13,87.49122245747867,43.45252776897561
2000_01_13,316.0609116902642,35.59337334102181
2000_01_13,306.56913516160057,38.899571927590564
2000_01_13,309.8826851500273,37.12138177646058
2000_01_13,275.02907358178544,79.03499821844059
2000_01_13,67.70772959053126,112.79516508533331
2000_01_13,55.007979801441344,51.10166322227033
2000_01_13,126.21375394692735,38.94202716571502
2000_01_13,318.07973483049864,29.140467659317338
2000_01_13,142.76994504748365,13.323126231455698
2000_01_13,119.02572518039713,40.984925084355936
2000_01_13,271.827968244305,53.92973872153422
2000_01_13,75.7499673021964,90.1352376902696
2000_01_13,326.0611824615918,19.51713901438217
2000_01_13,161.37374711497853,10.517094337003265
2000_01_13,146.35166282316945,13.780798755359813
2000_01_13,198.2903845051882,8.026683531762014
2000_01_13,304.9426910850362,48.539495884876416
2000_01_13,293.7937468721835,61.002268168934286
2000_01_13,259.8860478542083,67.48962465502598
2000_01_13,235.7590284948016,21.859638005050726
2000_01_13,73.61045966596524,136.49654841926176
2000_01_13,218.27752348816549,8.760974567059382
2000_01_13,15.035694623334688,8.39359126362667
2000_01_13,250.21261958824076,23.642927030806895
2000_01_13,178.93627486610862,9.261681605736147
2000_01_13,324.0276129507151,17.338162442421957
2000_01_13,109.04495454827702,117.14883158502124
2000_01_13,89.55813899505173,40.27703115137934
2000_01_13,137.33298230196985,19.352932171349856
2000_01_13,84.09891008779564,61.29183090971537
2000_01_13,131.5093883293305,30.89190188017783
2000_01_13,152.7609119249375,11.77259235930046
2000_01_13,150.19905631438075,9.995771653518815
2000_01_13,116.36541512255359,53.14376656694324
2000_01_13,44.792407504353676,11.518319879663732
2000_01_13,16.572327873615336,9.015651024561466
2000_01_13,50.40100080017433,26.17227221247333
2000_01_13,201.9148663271917,10.110628748730608
2000_01_13,181.3675440044576,7.21230639860752
2000_01_13,291.54838757097923,59.26524400758918
2000_01_13,270.1523820330396,42.85362889802728
2000_01_13,189.33705835095014,8.784341702175313
2000_01_13,29.981639368849343,9.784486319822035
2000_01_13,298.4539799849194,60.44239662622489
2000_01_13,195.58939600426544,10.216510523851621
2000_01_13,71.61151976341263,125.09571993494194
2000_01_13,165.78023448348716,8.845559653992922
2000_01_13,135.4228394046705,22.408307830901908
2000_01_13,61.0735741647464,64.45054703411223
2000_01_13,140.1944289077348,15.4176577904045
2000_01_13,129.49958852979805,23.612693572304593
2000_01_13,230.09638694402602,14.921505809035313
2000_01_13,163.76397582602502,9.417076794975095
2000_01_13,303.39710407724857,45.320186590088724
2000_01_13,320.8263420295558,21.69863034821866
2000_01_13,24.261290852477792,9.696737322209044
2000_01_13,308.16568852491105,45.18661457285551
2000_01_13,185.78622110243873,7.014737059284961
2000_01_13,86.0193396505535,53.434722884985995
